Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Coke Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Hempcrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Leaded Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Insulating Glass
chiselsandbits:block_bit:0, Chiseled Bit - Kiln Brick
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Copper Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Lead Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Silver Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Constantan Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Steel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Iron Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Gold Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - High-Voltage Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Generator Block
chiselsandbits:block_bit:0, Chiseled Bit - Radiator Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Benitoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block East
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Obsidian East
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block East
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone East
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin East
chiselsandbits:block_bit:0, Chiseled Bit - Teleporter Frame East
chiselsandbits:block_bit:0, Chiseled Bit - Steel Casing East
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Tank East
chiselsandbits:block_bit:0, Chiseled Bit - Structural Glass East
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Valve East
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block East
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block East
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Controller East
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Valve East
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - Oak Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Powered Oak Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Powered Spruce Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Birch Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Powered Birch Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Powered Jungle Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Powered Acacia Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Powered Dark Oak Rail Bridge North
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.destroy.name
chiselsandbits:block_bit:0, Chiseled Bit - Blueprint (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Template (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.paper.name
chiselsandbits:block_bit:0, Chiseled Bit - tile.decorated.leather.name
chiselsandbits:block_bit:0, Chiseled Bit - Laser (Decoration)
chiselsandbits:block_bit:0, Chiseled Bit - Compact Raw Porkchop
chiselsandbits:block_bit:0, Chiseled Bit - Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Well
chiselsandbits:block_bit:0, Chiseled Bit - Honey Block
chiselsandbits:block_bit:0, Chiseled Bit - Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Pressed Wax Block
chiselsandbits:block_bit:0, Chiseled Bit - Waxcomb Block
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - Biomass
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Glass
chiselsandbits:block_bit:0, Chiseled Bit - Honey
chiselsandbits:block_bit:0, Chiseled Bit - Crushed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Fruit Juice
chiselsandbits:block_bit:0, Chiseled Bit - Milk
chiselsandbits:block_bit:0, Chiseled Bit - Seed Oil
chiselsandbits:block_bit:0, Chiseled Bit - Short Mead
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Energized Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Resonant Ender
chiselsandbits:block_bit:0, Chiseled Bit - Blazing Pyrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Cryotheum
chiselsandbits:block_bit:0, Chiseled Bit - Zephyrean Aerotheum
chiselsandbits:block_bit:0, Chiseled Bit - Tectonic Petrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Primal Mana
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
ichunutil:compact_porkchop, Compact Raw Porkchop
hexxitgear:hexbiscus, Hexbiscus
hexxitgear:hexical_essence, Hexical Essence
hexxitgear:hexical_diamond, Hexical Diamond
hexxitgear:tribal_helmet, Tribal Skull
hexxitgear:tribal_chest, Tribal Tunic
hexxitgear:tribal_legs, Tribal Leggings
hexxitgear:tribal_boots, Tribal Shoes
hexxitgear:thief_helmet, Thief's Hood
hexxitgear:thief_chest, Thief's Chestpiece
hexxitgear:thief_legs, Thief's Leggings
hexxitgear:thief_boots, Thief's Boots
hexxitgear:scale_helmet, Scale Full Helm
hexxitgear:scale_chest, Scale Chestplate
hexxitgear:scale_legs, Scale Legplates
hexxitgear:scale_boots, Scale Boots
hexxitgear:sage_helmet, Sage's Cap
hexxitgear:sage_chest, Sage's Robe
hexxitgear:sage_legs, Sage's Wrap
hexxitgear:sage_boots, Sage's Slippers 
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
